Date Time, Water Level, Sigma, I, L 
2017-02-24 12:00,2.635,0.023,0,0
2017-02-24 13:00,2.595,0.030,0,0
2017-02-24 14:00,2.238,0.026,0,0
2017-02-24 15:00,1.873,0.026,0,0
2017-02-24 16:00,1.368,0.026,0,0
2017-02-24 17:00,0.902,0.026,0,0
2017-02-24 18:00,0.433,0.013,0,0
2017-02-24 19:00,0.249,0.023,0,0
2017-02-24 20:00,0.541,0.020,0,0
2017-02-24 21:00,1.070,0.023,0,0
2017-02-24 22:00,1.677,0.020,0,0
2017-02-24 23:00,2.051,0.020,0,0
2017-02-25 00:00,2.369,0.023,0,0
2017-02-25 01:00,2.392,0.026,0,0
2017-02-25 02:00,2.064,0.026,0,0
2017-02-25 03:00,1.732,0.026,0,0
2017-02-25 04:00,1.404,0.023,0,0
2017-02-25 05:00,1.096,0.020,0,0
2017-02-25 06:00,0.696,0.016,0,0
2017-02-25 07:00,0.472,0.016,0,0
2017-02-25 08:00,0.597,0.023,0,0
2017-02-25 09:00,1.158,0.020,0,0
2017-02-25 10:00,1.706,0.023,0,0
2017-02-25 11:00,2.234,0.016,0,0
2017-02-25 12:00,2.628,0.026,0,0
2017-02-25 13:00,2.815,0.026,0,0
2017-02-25 14:00,2.651,0.026,0,0
2017-02-25 15:00,2.267,0.026,0,0
2017-02-25 16:00,1.729,0.030,0,0
2017-02-25 17:00,1.388,0.030,0,0
2017-02-25 18:00,0.958,0.020,0,0
2017-02-25 19:00,0.591,0.020,0,0
2017-02-25 20:00,0.650,0.023,0,0
2017-02-25 21:00,1.175,0.020,0,0
2017-02-25 22:00,1.814,0.026,0,0
2017-02-25 23:00,2.434,0.026,0,0
2017-02-26 00:00,2.838,0.030,0,0
2017-02-26 01:00,3.107,0.030,0,0
2017-02-26 02:00,2.936,0.033,0,0
2017-02-26 03:00,2.818,0.030,0,0
2017-02-26 04:00,2.280,0.043,0,0
2017-02-26 05:00,1.745,0.039,0,0
2017-02-26 06:00,1.175,0.075,0,0
2017-02-26 07:00,0.728,0.108,0,0
2017-02-26 08:00,0.715,0.121,0,0
2017-02-26 09:00,0.791,0.180,0,0
2017-02-26 10:00,1.312,0.121,0,0
2017-02-26 11:00,1.827,0.108,0,0
2017-02-26 12:00,2.119,0.131,0,0
2017-02-26 13:00,2.753,0.118,0,0
2017-02-26 14:00,2.740,0.138,0,0
2017-02-26 15:00,2.231,0.157,0,0
2017-02-26 16:00,1.572,0.220,0,0
2017-02-26 17:00,0.968,0.164,0,0
2017-02-26 18:00,0.518,0.108,0,0
2017-02-26 19:00,-0.066,0.121,0,0
2017-02-26 20:00,-0.387,0.128,0,0
2017-02-26 21:00,-0.177,0.095,0,0
2017-02-26 22:00,0.427,0.121,0,0
2017-02-26 23:00,1.037,0.102,0,0
2017-02-27 00:00,1.512,0.108,0,0
2017-02-27 01:00,1.736,0.138,0,0
2017-02-27 02:00,1.791,0.095,0,0
2017-02-27 03:00,1.503,0.082,0,0
2017-02-27 04:00,1.070,0.095,0,0
2017-02-27 05:00,0.673,0.098,0,0
2017-02-27 06:00,0.180,0.075,0,0
2017-02-27 07:00,-0.377,0.075,0,0
2017-02-27 08:00,-0.732,0.066,0,0
2017-02-27 09:00,-0.689,0.062,0,0
2017-02-27 10:00,-0.154,0.049,0,0
2017-02-27 11:00,0.617,0.039,0,0
2017-02-27 12:00,1.322,0.033,0,0
2017-02-27 13:00,1.850,0.030,0,0
2017-02-27 14:00,2.142,0.049,0,0
2017-02-27 15:00,1.975,0.062,0,0
2017-02-27 16:00,1.335,0.072,0,0
2017-02-27 17:00,0.702,0.118,0,0
2017-02-27 18:00,0.328,0.128,0,0
2017-02-27 19:00,-0.115,0.069,0,0
2017-02-27 20:00,-0.643,0.049,0,0
2017-02-27 21:00,-0.820,0.056,0,0
2017-02-27 22:00,-0.344,0.046,0,0
2017-02-27 23:00,0.499,0.036,0,0
2017-02-28 00:00,1.129,0.036,0,0
2017-02-28 01:00,1.512,0.046,0,0
2017-02-28 02:00,1.919,0.043,0,0
2017-02-28 03:00,1.978,0.052,0,0
2017-02-28 04:00,1.683,0.046,0,0
2017-02-28 05:00,1.148,0.049,0,0
2017-02-28 06:00,0.577,0.069,0,0
2017-02-28 07:00,0.013,0.039,0,0
2017-02-28 08:00,-0.568,0.039,0,0
2017-02-28 09:00,-0.774,0.030,0,0
2017-02-28 10:00,-0.525,0.023,0,0
2017-02-28 11:00,0.128,0.036,0,0
2017-02-28 12:00,0.846,0.016,0,0
2017-02-28 13:00,1.476,0.020,0,0
2017-02-28 14:00,1.969,0.016,0,0
2017-02-28 15:00,2.169,0.023,0,0
2017-02-28 16:00,1.903,0.023,0,0
2017-02-28 17:00,1.220,0.023,0,0
2017-02-28 18:00,0.735,0.020,0,0
2017-02-28 19:00,0.358,0.020,0,0
2017-02-28 20:00,-0.056,0.020,0,0
2017-02-28 21:00,-0.581,0.026,0,0
2017-02-28 22:00,-0.413,0.016,0,0
2017-02-28 23:00,0.351,0.030,0,0
